cik_str,ticker,title,cik10D
789019,MSFT,MICROSOFT CORP,0000789019
320193,AAPL,Apple Inc.,0000320193
1045810,NVDA,NVIDIA CORP,0001045810
1652044,GOOGL,Alphabet Inc.,0001652044
1018724,AMZN,AMAZON COM INC,0001018724
1326801,META,"Meta Platforms, Inc.",0001326801
1067983,BRK-B,BERKSHIRE HATHAWAY INC,0001067983
59478,LLY,ELI LILLY & Co,0000059478
1046179,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0001046179
1730168,AVGO,Broadcom Inc.,0001730168
1318605,TSLA,"Tesla, Inc.",0001318605
353278,NVO,NOVO NORDISK A S,0000353278
1403161,V,VISA INC.,0001403161
19617,JPM,JPMORGAN CHASE & CO,0000019617
104169,WMT,Walmart Inc.,0000104169
34088,XOM,EXXON MOBIL CORP,0000034088
884394,SPY,SPDR S&P 500 ETF TRUST,0000884394
731766,UNH,UNITEDHEALTH GROUP INC,0000731766
1141391,MA,Mastercard Inc,0001141391
80424,PG,PROCTER & GAMBLE Co,0000080424
937966,ASML,ASML HOLDING NV,0000937966
200406,JNJ,JOHNSON & JOHNSON,0000200406
1047716,LTMAY,LATAM AIRLINES GROUP S.A.,0001047716
354950,HD,"HOME DEPOT, INC.",0000354950
310158,MRK,"Merck & Co., Inc.",0000310158
909832,COST,COSTCO WHOLESALE CORP /NEW,0000909832
1341439,ORCL,ORACLE CORP,0001341439
1094517,TM,TOYOTA MOTOR CORP/,0001094517
93410,CVX,CHEVRON CORP,0000093410
70858,BAC,BANK OF AMERICA CORP /DE/,0000070858
1551152,ABBV,AbbVie Inc.,0001551152
21344,KO,COCA COLA CO,0000021344
1108524,CRM,"Salesforce, Inc.",0001108524
2488,AMD,ADVANCED MICRO DEVICES INC,0000002488
77476,PEP,PEPSICO INC,0000077476
1065280,NFLX,NETFLIX INC,0001065280
901832,AZN,ASTRAZENECA PLC,0000901832
1306965,SHEL,Shell plc,0001306965
97745,TMO,THERMO FISHER SCIENTIFIC INC.,0000097745
1000184,SAP,SAP SE,0001000184
1707925,LIN,LINDE PLC,0001707925
1061736,FMX,MEXICAN ECONOMIC DEVELOPMENT INC,0001061736
72971,WFC,WELLS FARGO & COMPANY/MN,0000072971
796343,ADBE,ADOBE INC.,0000796343
1744489,DIS,Walt Disney Co,0001744489
1114448,NVS,NOVARTIS AG,0001114448
63908,MCD,MCDONALDS CORP,0000063908
1283699,TMUS,"T-Mobile US, Inc.",0001283699
858877,CSCO,"CISCO SYSTEMS, INC.",0000858877
1467373,ACN,Accenture plc,0001467373
804328,QCOM,QUALCOMM INC/DE,0000804328
1800,ABT,ABBOTT LABORATORIES,0000001800
313616,DHR,DANAHER CORP /DE/,0000313616
1577552,BABA,Alibaba Group Holding Ltd,0001577552
40545,GE,GENERAL ELECTRIC CO,0000040545
896878,INTU,INTUIT INC.,0000896878
1737806,PDD,PDD Holdings Inc.,0001737806
4962,AXP,AMERICAN EXPRESS CO,0000004962
879764,TTE,TotalEnergies SE,0000879764
1067839,QQQ,"INVESCO QQQ TRUST, SERIES 1",0001067839
18230,CAT,CATERPILLAR INC,0000018230
6951,AMAT,APPLIED MATERIALS INC /DE,0000006951
732712,VZ,VERIZON COMMUNICATIONS INC,0000732712
1089113,HSBC,HSBC HOLDINGS PLC,0001089113
97476,TXN,TEXAS INSTRUMENTS INC,0000097476
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,0000051143
1166691,CMCSA,COMCAST CORP,0001166691
1163165,COP,CONOCOPHILLIPS,0001163165
1413329,PM,Philip Morris International Inc.,0001413329
895421,MS,MORGAN STANLEY,0000895421
318154,AMGN,AMGEN INC,0000318154
1144967,HDB,HDFC BANK LTD,0001144967
78003,PFE,PFIZER INC,0000078003
100885,UNP,UNION PACIFIC CORP,0000100885
1393818,BX,Blackstone Inc.,0001393818
1373715,NOW,"ServiceNow, Inc.",0001373715
811809,BHP,BHP Group Ltd,0000811809
320187,NKE,"NIKE, Inc.",0000320187
887028,RTNTF,RIO TINTO LTD,0000887028
1543151,UBER,"Uber Technologies, Inc",0001543151
886982,GS,GOLDMAN SACHS GROUP INC,0000886982
753308,NEE,NEXTERA ENERGY INC,0000753308
1000275,RY,ROYAL BANK OF CANADA,0001000275
101829,RTX,RTX Corp,0000101829
316709,SCHW,SCHWAB CHARLES CORP,0000316709
1035267,ISRG,INTUITIVE SURGICAL INC,0001035267
1378580,EADSY,Airbus SE/ADR,0001378580
60667,LOW,LOWES COMPANIES INC,0000060667
50863,INTC,INTEL CORP,0000050863
217410,UL,UNILEVER PLC,0000217410
64040,SPGI,S&P Global Inc.,0000064040
310764,SYK,STRYKER CORP,0000310764
1551182,ETN,Eaton Corp plc,0001551182
723125,MU,MICRON TECHNOLOGY INC,0000723125
1090727,UPS,UNITED PARCEL SERVICE INC,0001090727
773840,HON,HONEYWELL INTERNATIONAL INC,0000773840
1156039,ELV,"Elevance Health, Inc.",0001156039
1121404,SNY,Sanofi,0001121404
80661,PGR,PROGRESSIVE CORP/OH/,0000080661
732717,T,AT&T INC.,0000732717
1075531,BKNG,Booking Holdings Inc.,0001075531
707549,LRCX,LAM RESEARCH CORP,0000707549
1668717,BUD,Anheuser-Busch InBev SA/NV,0001668717
831001,C,CITIGROUP INC,0000831001
67088,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,0000067088
1364742,BLK,BlackRock Inc.,0001364742
936468,LMT,LOCKHEED MARTIN CORP,0000936468
863064,RIO,RIO TINTO PLC,0000863064
1119639,PBR,PETROBRAS - PETROLEO BRASILEIRO SA,0001119639
313807,BP,BP PLC,0000313807
315189,DE,DEERE & CO,0000315189
109198,TJX,TJX COMPANIES INC /DE/,0000109198
1613103,MDT,Medtronic plc,0001613103
885725,BSX,BOSTON SCIENTIFIC CORP,0000885725
947263,TD,TORONTO DOMINION BANK,0000947263
1973239,ARM,ARM HOLDINGS PLC /UK,0001973239
12927,BA,BOEING CO,0000012927
1161167,AIQUY,L AIR LIQUIDE SA /FI,0001161167
1443276,TOELY,Tokyo Electron LTD,0001443276
875320,VRTX,VERTEX PHARMACEUTICALS INC / MA,0000875320
1739940,CI,Cigna Group,0001739940
1559720,ABNB,"Airbnb, Inc.",0001559720
896159,CB,Chubb Ltd,0000896159
313838,SONY,Sony Group Corp,0000313838
829224,SBUX,STARBUCKS CORP,0000829224
6281,ADI,ANALOG DEVICES INC,0000006281
8670,ADP,AUTOMATIC DATA PROCESSING INC,0000008670
62709,MMC,"MARSH & MCLENNAN COMPANIES, INC.",0000062709
872589,REGN,"REGENERON PHARMACEUTICALS, INC.",0000872589
1103838,IBN,ICICI BANK LTD,0001103838
1103982,MDLZ,"Mondelez International, Inc.",0001103982
1045609,PLD,"Prologis, Inc.",0001045609
1327567,PANW,Palo Alto Networks Inc,0001327567
319201,KLAC,KLA CORP,0000319201
1594805,SHOP,SHOPIFY INC.,0001594805
1001838,SCCO,SOUTHERN COPPER CORP/,0001001838
1091587,ABBNY,ABB LTD,0001091587
14272,BMY,BRISTOL MYERS SQUIBB CO,0000014272
798354,FI,FISERV INC,0000798354
1571996,DELL,Dell Technologies Inc.,0001571996
1058090,CMG,CHIPOTLE MEXICAN GRILL INC,0001058090
1274152,CSLLY,CSL LTD,0001274152
748954,ATLKY,ATLAS COPCO AB,0000748954
1610520,UBS,UBS Group AG,0001610520
64803,CVS,CVS HEALTH Corp,0000064803
1131399,GSK,GSK plc,0001131399
823768,WM,WASTE MANAGEMENT INC,0000823768
1404912,KKR,KKR & Co. Inc.,0001404912
860730,HCA,"HCA Healthcare, Inc.",0000860730
310732,BNPQY,BNP PARIBAS,0000310732
1017413,CNQ,CANADIAN NATURAL RESOURCES LTD,0001017413
948401,CFRUY,COMPAGNIE FINANCIERE RICHEMONT AG /FI,0000948401
1596532,ANET,"Arista Networks, Inc.",0001596532
883241,SNPS,SYNOPSYS INC,0000883241
92122,SO,SOUTHERN CO,0000092122
882095,GILD,"GILEAD SCIENCES, INC.",0000882095
1053507,AMT,AMERICAN TOWER CORP /MA/,0001053507
40533,GD,GENERAL DYNAMICS CORP,0000040533
1140625,EQNR,EQUINOR ASA,0001140625
1442651,SHECY,"Shin-Etsu Chemical Co., Ltd.",0001442651
16868,CNI,CANADIAN NATIONAL RAILWAY CO,0000016868
929869,RELX,RELX PLC,0000929869
835403,DEO,DIAGEO PLC,0000835403
821189,EOG,EOG RESOURCES INC,0000821189
89800,SHW,SHERWIN WILLIAMS CO,0000089800
891478,SAN,"Banco Santander, S.A.",0000891478
1326160,DUK,Duke Energy CORP,0001326160
895728,ENB,ENBRIDGE INC,0000895728
764180,MO,"ALTRIA GROUP, INC.",0000764180
1156375,CME,CME GROUP INC.,0001156375
813672,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672
21665,CL,COLGATE PALMOLIVE CO,0000021665
1648416,RACE,Ferrari N.V.,0001648416
1022837,SMFG,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",0001022837
1571949,ICE,"Intercontinental Exchange, Inc.",0001571949
1099590,MELI,MERCADOLIBRE INC,0001099590
27419,TGT,TARGET CORP,0000027419
16875,CP,CANADIAN PACIFIC KANSAS CITY LTD/CN,0000016875
1555280,ZTS,Zoetis Inc.,0001555280
49826,ITW,ILLINOIS TOOL WORKS INC,0000049826
820313,APH,AMPHENOL CORP /DE/,0000820313
831259,FCX,FREEPORT-MCMORAN INC,0000831259
1466258,TT,Trane Technologies plc,0001466258
1133421,NOC,NORTHROP GRUMMAN CORP /DE/,0001133421
1633917,PYPL,"PayPal Holdings, Inc.",0001633917
1535527,CRWD,"CrowdStrike Holdings, Inc.",0001535527
1524684,GLNCY,Glencore plc/ADR,0001524684
927653,MCK,MCKESSON CORP,0000927653
76334,PH,PARKER HANNIFIN CORP,0000076334
1067491,INFY,Infosys Ltd,0001067491
1260221,TDG,TransDigm Group INC,0001260221
87347,SLB,SCHLUMBERGER LIMITED/NV,0000087347
1075124,TRI,THOMSON REUTERS CORP /CAN/,0001075124
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,0001048286
1059556,MCO,MOODYS CORP /DE/,0001059556
10795,BDX,BECTON DICKINSON & CO,0000010795
1101239,EQIX,EQUINIX INC,0001101239
723254,CTAS,CINTAS CORP,0000723254
1510295,MPC,Marathon Petroleum Corp,0001510295
1605484,STLA,Stellantis N.V.,0001605484
1303523,BTI,British American Tobacco p.l.c.,0001303523
1413447,NXPI,NXP Semiconductors N.V.,0001413447
31462,ECL,ECOLAB INC.,0000031462
927971,BMO,BANK OF MONTREAL /CAN/,0000927971
277948,CSX,CSX CORP,0000277948
1327811,WDAY,"Workday, Inc.",0001327811
1048911,FDX,FEDEX CORP,0001048911
36104,USB,US BANCORP \DE\,0000036104
1038357,PXD,PIONEER NATURAL RESOURCES CO,0001038357
842180,BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",0000842180
1858681,APO,"Apollo Global Management, Inc.",0001858681
315293,AON,Aon plc,0000315293
32604,EMR,EMERSON ELECTRIC CO,0000032604
1534701,PSX,Phillips 66,0001534701
713676,PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676
1061219,EPD,ENTERPRISE PRODUCTS PARTNERS L.P.,0001061219
1001085,BN,BROOKFIELD Corp /ON/,0001001085
1060391,RSG,"REPUBLIC SERVICES, INC.",0001060391
1110646,NTES,"NetEase, Inc.",0001110646
1132597,ITUB,Itau Unibanco Holding S.A.,0001132597
898173,ORLY,O REILLY AUTOMOTIVE INC,0000898173
797468,OXY,OCCIDENTAL PETROLEUM CORP /DE/,0000797468
1129137,AMX,AMERICA MOVIL SAB DE CV/,0001129137
1868275,CEG,Constellation Energy Corp,0001868275
1835632,MRVL,"Marvell Technology, Inc.",0001835632
766704,WELL,WELLTOWER INC.,0000766704
68505,MSI,"Motorola Solutions, Inc.",0000068505
1639920,SPOT,Spotify Technology S.A.,0001639920
9631,BNS,BANK OF NOVA SCOTIA,0000009631
865752,MNST,Monster Beverage Corp,0000865752
1783180,CARR,CARRIER GLOBAL Corp,0001783180
1222333,GLD,SPDR GOLD TRUST,0001222333
1947559,ANZGY,ANZ GROUP HOLDINGS LIMITED/ADR,0001947559
927628,COF,CAPITAL ONE FINANCIAL CORP,0000927628
75362,PCAR,PACCAR INC,0000075362
715153,HMC,HONDA MOTOR CO LTD,0000715153
882835,ROP,ROPER TECHNOLOGIES INC,0000882835
849395,CRH,CRH PUBLIC LTD CO,0000849395
1792789,DASH,"DoorDash, Inc.",0001792789
1063761,SPG,SIMON PROPERTY GROUP INC /DE/,0001063761
1035002,VLO,VALERO ENERGY CORP/TX,0001035002
1276187,ET,Energy Transfer LP,0001276187
66740,MMM,3M CO,0000066740
1001250,EL,ESTEE LAUDER COMPANIES INC,0001001250
1039765,ING,ING GROEP NV,0001039765
1640147,SNOW,Snowflake Inc.,0001640147
900075,CPRT,COPART INC,0000900075
1691493,NU,Nu Holdings Ltd.,0001691493
2969,APD,"Air Products & Chemicals, Inc.",0000002969
917851,VALE,Vale S.A.,0000917851
702165,NSC,NORFOLK SOUTHERN CORP,0000702165
1002242,E,ENI SPA,0001002242
354190,AJG,Arthur J. Gallagher & Co.,0000354190
866787,AZO,AUTOZONE INC,0000866787
1099800,EW,Edwards Lifesciences Corp,0001099800
1099219,MET,METLIFE INC,0001099219
1093557,DXCM,DEXCOM INC,0001093557
895564,BAESY,BAE SYSTEMS PLC /FI/,0000895564
5272,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",0000005272
1467858,GM,General Motors Co,0001467858
92230,TFC,TRUIST FINANCIAL CORP,0000092230
1375365,SMCI,"Super Micro Computer, Inc.",0001375365
1679788,COIN,"Coinbase Global, Inc.",0001679788
827054,MCHP,MICROCHIP TECHNOLOGY INC,0000827054
1585689,HLT,Hilton Worldwide Holdings Inc.,0001585689
311337,SU,SUNCOR ENERGY INC,0000311337
1446598,DNZOY,Denso Corp,0001446598
1004315,NGG,NATIONAL GRID PLC,0001004315
4447,HES,HESS CORP,0000004447
1321655,PLTR,Palantir Technologies Inc.,0001321655
1335730,MFG,MIZUHO FINANCIAL GROUP INC,0001335730
1262039,FTNT,"Fortinet, Inc.",0001262039
86312,TRV,"TRAVELERS COMPANIES, INC.",0000086312
37996,F,FORD MOTOR CO,0000037996
1381197,IBKR,"Interactive Brokers Group, Inc.",0001381197
4977,AFL,AFLAC INC,0000004977
30554,CTA-PA,"EIDP, Inc.",0000030554
1140859,COR,"Cencora, Inc.",0001140859
107263,WMB,"WILLIAMS COMPANIES, INC.",0000107263
1279967,CRARY,CREDIT AGRICOLE S A,0001279967
882184,DHI,HORTON D R INC /DE/,0000882184
1164727,NEM,NEWMONT Corp /DE/,0001164727
1637459,KHC,Kraft Heinz Co,0001637459
16918,STZ,"CONSTELLATION BRANDS, INC.",0000016918
726728,O,REALTY INCOME CORP,0000726728
1039684,OKE,ONEOK INC /NEW/,0001039684
1393311,PSA,Public Storage,0001393311
55785,KMB,KIMBERLY CLARK CORP,0000055785
4904,AEP,AMERICAN ELECTRIC POWER CO INC,0000004904
769397,ADSK,"Autodesk, Inc.",0000769397
1418135,KDP,Keurig Dr Pepper Inc.,0001418135
1397187,LULU,lululemon athletica inc.,0001397187
1032208,SRE,SEMPRA,0001032208
1067701,URI,"UNITED RENTALS, INC.",0001067701
277135,GWW,"W.W. GRAINGER, INC.",0000277135
1545460,OLCLY,"Oriental Land Co., Ltd./ADR",0001545460
1512673,SQ,"Block, Inc.",0001512673
899051,ALL,ALLSTATE CORP,0000899051
1004980,PCG,PG&E Corp,0001004980
1549802,JD,"JD.com, Inc.",0001549802
1650372,TEAM,Atlassian Corp,0001650372
1297996,DLR,"DIGITAL REALTY TRUST, INC.",0001297996
833444,JCI,Johnson Controls International plc,0000833444
1045520,CM,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,0001045520
1385157,TEL,TE Connectivity Ltd.,0001385157
745732,ROST,"ROSS STORES, INC.",0000745732
715957,D,"DOMINION ENERGY, INC",0000715957
1832433,FERG,Ferguson plc,0001832433
723531,PAYX,PAYCHEX INC,0000723531
1682852,MRNA,"Moderna, Inc.",0001682852
1390777,BK,Bank of New York Mellon Corp,0001390777
1561550,DDOG,"Datadog, Inc.",0001561550
1478242,IQV,IQVIA HOLDINGS INC.,0001478242
1086888,MFC,MANULIFE FINANCIAL CORP,0001086888
1552000,MPLX,MPLX LP,0001552000
920760,LEN,LENNAR CORP /NEW/,0000920760
1278680,IAU,ISHARES GOLD TRUST,0001278680
1318220,WCN,"Waste Connections, Inc.",0001318220
1471055,BSBR,Banco Santander (Brasil) S.A.,0001471055
1996810,GEV,GE Vernova Inc.,0001996810
820027,AMP,AMERIPRISE FINANCIAL INC,0000820027
1176948,ARES,Ares Management Corp,0001176948
1160106,LYG,Lloyds Banking Group plc,0001160106
1051470,CCI,CROWN CASTLE INC.,0001051470
874716,IDXX,IDEXX LABORATORIES INC /DE,0000874716
1395064,TAK,TAKEDA PHARMACEUTICAL CO LTD,0001395064
1506307,KMI,"KINDER MORGAN, INC.",0001506307
1671933,TTD,"Trade Desk, Inc.",0001671933
202058,LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",0000202058
73309,NUE,NUCOR CORP,0000073309
1037868,AME,AMETEK INC/,0001037868
1012037,CODYY,COMPAGNIE DE SAINT GOBAIN,0001012037
1834584,CPNG,"Coupang, Inc.",0001834584
1751788,DOW,DOW INC.,0001751788
1090872,A,"AGILENT TECHNOLOGIES, INC.",0001090872
1446519,DKILY,Daikin Industries Ltd,0001446519
56873,KR,KROGER CO,0000056873
47111,HSY,HERSHEY CO,0000047111
1041061,YUM,YUM BRANDS INC,0001041061
1137774,PRU,PRUDENTIAL FINANCIAL INC,0001137774
1461748,PPERY,PT Bank Mandiri (Persero) Tbk / ADR,0001461748
878927,ODFL,"OLD DOMINION FREIGHT LINE, INC.",0000878927
40704,GIS,GENERAL MILLS INC,0000040704
1071739,CNC,CENTENE CORP,0001071739
1900304,HLN,Haleon plc,0001900304
1475260,CVE,CENOVUS ENERGY INC.,0001475260
815556,FAST,FASTENAL CO,0000815556
26172,CMI,CUMMINS INC,0000026172
312069,BCS,BARCLAYS PLC,0000312069
1136893,FIS,"Fidelity National Information Services, Inc.",0001136893
1167379,ALC,ALCON INC,0001167379
1755672,CTVA,"Corteva, Inc.",0001755672
1050915,PWR,"QUANTA SERVICES, INC.",0001050915
1109357,EXC,EXELON CORP,0001109357
1699150,IR,Ingersoll Rand Inc.,0001699150
1057352,CSGP,"COSTAR GROUP, INC.",0001057352
96021,SYY,SYSCO CORP,0000096021
49938,IMO,IMPERIAL OIL LTD,0000049938
1588489,GBTC,Grayscale Bitcoin Trust (BTC),0001588489
1408198,MSCI,MSCI Inc.,0001408198
1781335,OTIS,Otis Worldwide Corp,0001781335
1091667,CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667
1232384,TRP,TC ENERGY CORP,0001232384
3570,LNG,"Cheniere Energy, Inc.",0000003570
1565025,ABEV,AMBEV S.A.,0001565025
49071,HUM,HUMANA INC,0000049071
1547873,PTCAY,PT Chandra Asri Petrochemical Tbk/ADR,0001547873
861967,WTKWY,WOLTERS KLUWER N V /FI,0000861967
884887,RCL,ROYAL CARIBBEAN CRUISES LTD,0000884887
916076,MLM,MARTIN MARIETTA MATERIALS INC,0000916076
1329099,BIDU,"Baidu, Inc.",0001329099
1703399,SE,Sea Ltd,0001703399
1539838,FANG,"Diamondback Energy, Inc.",0001539838
932787,STM,STMicroelectronics N.V.,0000932787
1944048,KVUE,Kenvue Inc.,0001944048
1932393,GEHC,GE HealthCare Technologies Inc.,0001932393
947484,ACGL,ARCH CAPITAL GROUP LTD.,0000947484
1674101,VRT,Vertiv Holdings Co,0001674101
1159508,DB,DEUTSCHE BANK AKTIENGESELLSCHAFT,0001159508
1450468,MRAAY,"Murata Manufacturing Co., Ltd./ADR",0001450468
1120193,NDAQ,"NASDAQ, INC.",0001120193
788784,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,0000788784
1618756,QSR,Restaurant Brands International Inc.,0001618756
1396009,VMC,Vulcan Materials CO,0001396009
844551,WDS,WOODSIDE ENERGY GROUP LTD,0000844551
712515,EA,ELECTRONIC ARTS INC.,0000712515
844150,NWG,NatWest Group plc,0000844150
1359519,SVNDY,SEVEN & I HOLDINGS CO LTD,0001359519
45012,HAL,HALLIBURTON CO,0000045012
1650107,CCEP,COCA-COLA EUROPACIFIC PARTNERS plc,0001650107
1300514,LVS,LAS VEGAS SANDS CORP,0001300514
1635327,FLUT,Flutter Entertainment plc,0001635327
1280452,MPWR,MONOLITHIC POWER SYSTEMS INC,0001280452
1701605,BKR,Baker Hughes Co,0001701605
1090012,DVN,DEVON ENERGY CORP/DE,0001090012
1402057,CDW,CDW Corp,0001402057
1058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290
1489393,LYB,LyondellBasell Industries N.V.,0001489393
27904,DAL,"DELTA AIR LINES, INC.",0000027904
1047862,ED,CONSOLIDATED EDISON INC,0001047862
749251,IT,GARTNER INC,0000749251
1393052,VEEV,VEEVA SYSTEMS INC,0001393052
1393612,DFS,Discover Financial Services,0001393612
1524472,XYL,Xylem Inc.,0001524472
2809,AEM,AGNICO EAGLE MINES LTD,0000002809
1269238,TCOM,Trip.com Group Ltd,0001269238
1123360,GPN,GLOBAL PAYMENTS INC,0001123360
1671750,DSCSY,Disco Corporation/ADR,0001671750
943819,RMD,RESMED INC,0000943819
1404655,HUBS,HUBSPOT INC,0001404655
1024478,ROK,"ROCKWELL AUTOMATION, INC",0001024478
1442145,VRSK,"Verisk Analytics, Inc.",0001442145
875045,BIIB,BIOGEN INC.,0000875045
1038683,RYAAY,RYANAIR HOLDINGS PLC,0001038683
1041130,DIA,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,0001041130
29534,DG,DOLLAR GENERAL CORP,0000029534
1097864,ON,ON SEMICONDUCTOR CORP,0001097864
1666700,DD,"DuPont de Nemours, Inc.",0001666700
79879,PPG,PPG INDUSTRIES INC,0000079879
1477333,NET,"Cloudflare, Inc.",0001477333
1705696,VICI,VICI PROPERTIES INC.,0001705696
72903,XEL,XCEL ENERGY INC,0000072903
1289490,EXR,Extra Space Storage Inc.,0001289490
1433913,BDORY,BANCO DO BRASIL S.A.,0001433913
1097362,SLF,SUN LIFE FINANCIAL INC,0001097362
718940,BCE,BCE INC,0000718940
7084,ADM,Archer-Daniels-Midland Co,0000007084
756894,GOLD,BARRICK GOLD CORP,0000756894
1038143,ORAN,ORANGE,0001038143
916365,TSCO,TRACTOR SUPPLY CO /DE/,0000916365
1132924,CHT,CHUNGHWA TELECOM CO LTD,0001132924
936958,MDY,SPDR S&P MIDCAP 400 ETF TRUST,0000936958
1160330,BBD,BANK BRADESCO,0001160330
1123799,WIT,WIPRO LTD,0001123799
943452,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452
874766,HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC.",0000874766
1013462,ANSS,ANSYS INC,0001013462
24741,GLW,CORNING INC /NY,0000024741
814547,FICO,FAIR ISAAC CORP,0000814547
1121788,GRMN,GARMIN LTD,0001121788
1050952,PUBGY,PUBLICIS GROUPE SA,0001050952
1446596,FANUY,Fanuc Ltd,0001446596
850918,GWLIF,GREAT-WEST LIFECO INC.,0000850918
33185,EFX,EQUIFAX INC,0000033185
1700171,ANYYY,Aena S.A./ADR,0001700171
47217,HPQ,HP INC,0000047217
4281,HWM,Howmet Aerospace Inc.,0000004281
1021020,OEZVY,OSTERREICHISCHE ELEKTRIZITATSWIRTSCHAFTS /FI,0001021020
827052,EIX,EDISON INTERNATIONAL,0000827052
1947542,TLGPY,Telstra Group Ltd,0001947542
915912,AVB,AVALONBAY COMMUNITIES INC,0000915912
1823945,OWL,BLUE OWL CAPITAL INC.,0001823945
1709048,GFS,GLOBALFOUNDRIES Inc.,0001709048
1138118,CBRE,"CBRE GROUP, INC.",0001138118
1692819,VST,Vistra Corp.,0001692819
1659166,FTV,Fortive Corp,0001659166
1441816,MDB,"MongoDB, Inc.",0001441816
105770,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770
1037646,MTD,METTLER TOLEDO INTERNATIONAL INC/,0001037646
1725964,NTR,Nutrien Ltd.,0001725964
313927,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927
783325,WEC,"WEC ENERGY GROUP, INC.",0000783325
1065088,EBAY,EBAY INC,0001065088
1564408,SNAP,Snap Inc,0001564408
1791706,LI,Li Auto Inc.,0001791706
1601046,KEYS,"Keysight Technologies, Inc.",0001601046
1713683,ZS,"Zscaler, Inc.",0001713683
915191,FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191
1131345,NVZMY,NOVOZYMES AS/FI,0001131345
935703,DLTR,"DOLLAR TREE, INC.",0000935703
886986,TECK,TECK RESOURCES LTD,0000886986
1140536,WTW,WILLIS TOWERS WATSON PLC,0001140536
1764757,DIDIY,DiDi Global Inc.,0001764757
1389170,TRGP,Targa Resources Corp.,0001389170
800365,FUJIY,FUJI PHOTO FILM CO LTD /FI,0000800365
720005,RJF,RAYMOND JAMES FINANCIAL INC,0000720005
46619,HEI,HEICO CORP,0000046619
814052,TEF,TELEFONICA S A,0000814052
35527,FITB,FIFTH THIRD BANCORP,0000035527
721371,CAH,CARDINAL HEALTH INC,0000721371
1136869,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",0001136869
29905,DOV,DOVER Corp,0000029905
1158838,ATEYY,ADVANTEST CORP,0001158838
1060955,ICLR,ICON PLC,0001060955
906107,EQR,EQUITY RESIDENTIAL,0000906107
1113169,TROW,PRICE T ROWE GROUP INC,0001113169
946581,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581
798941,FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,0000798941
1805284,RKT,"Rocket Companies, Inc.",0001805284
36270,MTB,M&T BANK CORP,0000036270
313216,PHG,KONINKLIJKE PHILIPS NV,0000313216
1444406,EC,ECOPETROL S.A.,0001444406
1116578,PUK,PRUDENTIAL PLC,0001116578
1410636,AWK,"American Water Works Company, Inc.",0001410636
1070304,IX,ORIX CORP,0001070304
1383650,CQP,"Cheniere Energy Partners, L.P.",0001383650
1323404,WPM,Wheaton Precious Metals Corp.,0001323404
868675,TU,TELUS CORP,0000868675
822416,PHM,PULTEGROUP INC/MI/,0000822416
1061574,GIB,CGI INC,0001061574
1069183,AXON,"AXON ENTERPRISE, INC.",0001069183
1967680,VLTO,Veralto Corp,0001967680
1751008,APP,AppLovin Corp,0001751008
79282,BRO,"BROWN & BROWN, INC.",0000079282
1456346,FNV,FRANCO NEVADA Corp,0001456346
106040,WDC,WESTERN DIGITAL CORP,0000106040
1076378,CX,CEMEX SAB DE CV,0001076378
1506293,PINS,"PINTEREST, INC.",0001506293
936340,DTE,DTE ENERGY CO,0000936340
1985487,KSPI,Joint Stock Co Kaspi.kz,0001985487
1383312,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",0001383312
906163,NVR,NVR INC,0000906163
839923,VOD,VODAFONE GROUP PUBLIC LTD CO,0000839923
1020569,IRM,IRON MOUNTAIN INC,0001020569
14693,BF-B,BROWN FORMAN CORP,0000014693
65984,ETR,ENTERGY CORP /DE/,0000065984
1315098,RBLX,Roblox Corp,0001315098
1837240,SYM,Symbotic Inc.,0001837240
1334687,CJPRY,CENTRAL JAPAN RAILWAY CO,0001334687
1316835,BLDR,"Builders FirstSource, Inc.",0001316835
1697862,ARGX,ARGENX SE,0001697862
1645590,HPE,Hewlett Packard Enterprise Co,0001645590
1910139,MBLY,Mobileye Global Inc.,0001910139
106535,WY,WEYERHAEUSER CO,0000106535
